iter	Logloss
0	0.5804264791
1	0.4846189489
2	0.405385283
3	0.3469151218
4	0.288300054
5	0.2470337523
6	0.2117451414
7	0.1874010961
8	0.1669318912
9	0.1501346469
10	0.13436902
11	0.119265971
12	0.106282039
13	0.09528034018
14	0.08511333109
15	0.0778680491
16	0.07179093904
17	0.06563681456
18	0.06081971605
19	0.05506499094
20	0.05123563082
21	0.04826844554
22	0.04467440912
23	0.04222388494
24	0.03923593854
25	0.03740744082
26	0.03492050401
27	0.03298608672
28	0.03103795047
29	0.02924179053
30	0.0279554434
31	0.02649974866
32	0.02511271239
33	0.0238032541
34	0.02271332345
35	0.02177593636
36	0.02070175395
37	0.01977065355
38	0.01886188886
39	0.01818009736
40	0.01743624139
41	0.01665867907
42	0.01609468373
43	0.01557414012
44	0.01499103261
45	0.01451514087
46	0.01406605502
47	0.01354983381
48	0.01313600305
49	0.0126700071
50	0.01236543725
51	0.01200441501
52	0.01171403727
53	0.01143693315
54	0.01110430033
55	0.01078368103
56	0.01054265527
57	0.01025049884
58	0.009936192303
59	0.009657658548
60	0.009421711959
61	0.009213507556
62	0.008982152426
63	0.008714443788
64	0.008485092939
65	0.00835239746
66	0.008165519457
67	0.007979069173
68	0.007771835831
69	0.007612517017
70	0.007381370531
71	0.007197924712
72	0.007037534862
73	0.006927432423
74	0.006807543303
75	0.006677877501
76	0.006560536005
77	0.006420119415
78	0.006270115226
79	0.006145016106
80	0.006039922413
81	0.005918511936
82	0.005823791733
83	0.005735310839
84	0.005635087666
85	0.005520924939
86	0.005444978733
87	0.005347572247
88	0.005268523339
89	0.005171916652
90	0.005081271951
91	0.00499954893
92	0.004909502775
93	0.00480729749
94	0.00473083011
95	0.004655478972
96	0.004564266587
97	0.004475236265
98	0.004417436821
99	0.004350855661
100	0.004291377941
101	0.004238307748
102	0.004173030175
103	0.004112497067
104	0.004057090502
105	0.004005016146
106	0.003931806646
107	0.003878192676
108	0.003826295232
109	0.003768487529
110	0.003723095413
111	0.003681692299
112	0.003635731847
113	0.003595752507
114	0.00356190924
115	0.003518629204
116	0.003472701571
117	0.003440163194
118	0.003397600153
119	0.003360078893
120	0.003323950328
121	0.003285797488
122	0.003236318134
123	0.003205440864
124	0.003165303737
125	0.003120199593
126	0.003087791401
127	0.003055745075
128	0.003020254612
129	0.002986937951
130	0.002947492174
131	0.002913733668
132	0.00287782896
133	0.002850140673
134	0.002820096672
135	0.002795723643
136	0.002768347018
137	0.002742895997
138	0.002717334353
139	0.002693204523
140	0.002671104621
141	0.002646168037
142	0.00262334375
143	0.0025969534
144	0.002574499673
145	0.002553103507
146	0.002527878082
147	0.002500335194
148	0.002476471385
149	0.002452483912
150	0.002427099397
151	0.002402895455
152	0.00238229822
153	0.00236362898
154	0.002343256037
155	0.002325051029
156	0.002303844598
157	0.002281455855
158	0.002264376652
159	0.002245911057
160	0.002227483061
161	0.002209876816
162	0.002192441398
163	0.002177856136
164	0.002162456947
165	0.002144126753
166	0.002124469934
167	0.002108611296
168	0.002094302486
169	0.002075867318
170	0.00205996043
171	0.002043125514
172	0.002025663146
173	0.002010619738
174	0.001994227972
175	0.001978448009
176	0.00196413833
177	0.001948930833
178	0.001935176015
179	0.001921908466
180	0.001908879119
181	0.001895681771
182	0.00188159508
183	0.001868839577
184	0.001857030142
185	0.001842083448
186	0.001830293791
187	0.001818240939
188	0.001806665141
189	0.001793187536
190	0.001781695413
191	0.001771474928
192	0.001759769923
193	0.001748948936
194	0.001737943213
195	0.001726853598
196	0.00171645381
197	0.001706258101
198	0.001696924676
199	0.001686780803
200	0.00167695674
201	0.001667956928
202	0.001658558411
203	0.00164730275
204	0.00163987863
205	0.001631379454
206	0.001621996585
207	0.001611728503
208	0.001601003796
209	0.001592130474
210	0.00158137458
211	0.00157354893
212	0.001565331422
213	0.001557795699
214	0.001548137682
215	0.001540214339
216	0.001532038886
217	0.001524634652
218	0.001516356399
219	0.001509013563
220	0.001502013141
221	0.001494173582
222	0.001485500536
223	0.001478699955
224	0.001472782741
225	0.001465702665
226	0.001461271383
227	0.00145459023
228	0.001447562858
229	0.001441099802
230	0.001434032876
231	0.001428202161
232	0.00142270169
233	0.001416401746
234	0.001409663215
235	0.001404348459
236	0.001397845739
237	0.001393151696
238	0.001387141788
239	0.001380859773
240	0.001375029167
241	0.001369786241
242	0.00136370222
243	0.001362449164
244	0.001356697235
245	0.001350559097
246	0.001344994621
247	0.001339422429
248	0.001333984768
249	0.001333999221
250	0.001327750459
251	0.00132198788
252	0.001316783856
253	0.001311438455
254	0.001309128055
255	0.001303696915
256	0.001299633802
257	0.00129495682
258	0.001289853424
259	0.001284714819
260	0.001279596861
261	0.001278908555
262	0.001274007173
263	0.001273998262
264	0.001273945993
265	0.001272686851
266	0.001270131621
267	0.001265366075
268	0.001260416553
269	0.001259262168
270	0.001258021392
271	0.001256862443
272	0.001254403711
273	0.001254404037
274	0.00125437687
275	0.001249576549
276	0.001244806874
277	0.001239995035
278	0.001235451824
279	0.001231167462
280	0.001226530471
281	0.001221920538
282	0.00122190891
283	0.00121747502
284	0.001217471434
285	0.00121298234
286	0.001211752322
287	0.001207320931
288	0.001207269097
289	0.001202879761
290	0.001202896604
291	0.001200704001
292	0.00119726986
293	0.001192935511
294	0.001192917146
295	0.001188716241
296	0.001184408406
297	0.00118018229
298	0.001180192831
299	0.001180170445
300	0.001180147081
301	0.00118010068
302	0.001176011486
303	0.00117179276
304	0.001171790586
305	0.001171773199
306	0.001171713649
307	0.001166596126
308	0.001164893943
309	0.001160707165
310	0.001156816074
311	0.001155330794
312	0.001151458502
313	0.001149520183
314	0.001144543929
315	0.00114454871
316	0.001144539147
317	0.001144543494
318	0.001144537191
319	0.001144537191
320	0.001144533496
321	0.001144515675
322	0.00114453567
323	0.001140643818
324	0.001140661096
325	0.0011368765
326	0.001135947276
327	0.001135944342
328	0.001135870122
329	0.001135700925
330	0.00113572005
331	0.001135661152
332	0.00113565887
333	0.001135647243
334	0.00113415153
335	0.001134095022
336	0.001130661317
337	0.001130646538
338	0.001126813693
339	0.001126820104
340	0.001123025945
341	0.001123008015
342	0.001123001278
343	0.00112299704
344	0.001122997474
345	0.001119307637
346	0.001119321547
347	0.001119304377
348	0.001119280905
349	0.001115673112
350	0.00111528886
351	0.001115275603
352	0.001111128272
353	0.001111046444
354	0.001110970594
355	0.001107094825
356	0.001107034514
357	0.001106943232
358	0.001106928997
359	0.001103318379
360	0.001102528142
361	0.00109889992
362	0.001098864494
363	0.001098777016
364	0.001098785166
365	0.001098781906
366	0.001098770061
367	0.001098762671
368	0.001098758216
369	0.001098779189
370	0.001098762671
371	0.001098042851
372	0.001097247942
373	0.001094407348
374	0.001092945975
375	0.001089426313
376	0.001086666786
377	0.001084438974
378	0.001084443321
379	0.00108026328
380	0.001078519695
381	0.001078524694
382	0.001074899188
383	0.001074889626
384	0.001074881149
385	0.001071500474
386	0.001070229379
387	0.001070179283
388	0.001070118972
389	0.001070040622
390	0.001069997915
391	0.001069654088
392	0.001068964587
393	0.001068979801
394	0.001066735906
395	0.001066741013
396	0.001066425875
397	0.001066411422
398	0.001066355784
399	0.001063039114
400	0.001061187077
401	0.001061179797
402	0.001058009286
403	0.001058000158
404	0.001054918103
405	0.001054892675
406	0.00105285688
407	0.001052863835
408	0.001050504969
409	0.001050445853
410	0.001050429444
411	0.001050422055
412	0.001050392497
413	0.001050342944
414	0.001049637251
415	0.001049603673
416	0.001049521845
417	0.001049449037
418	0.001046320038
419	0.001042592058
420	0.001042604012
421	0.001042527835
422	0.00104118904
423	0.001037670247
424	0.001035778329
425	0.001035810278
426	0.001035717475
427	0.001035715519
428	0.001035622281
429	0.001032670629
430	0.0010326828
431	0.001032659871
432	0.001032659327
433	0.001032655632
434	0.001029610525
435	0.001029578794
436	0.00102959379
437	0.001029585749
438	0.00102700433
439	0.001027029432
440	0.001027011176
441	0.001026993137
442	0.001025849293
443	0.001025839947
444	0.001025830928
445	0.00102362398
446	0.001023594096
447	0.001023556389
448	0.001023563561
449	0.001022337563
450	0.001019224212
451	0.001019170856
452	0.001019180093
453	0.001019155316
454	0.001019156838
455	0.001019111414
456	0.001019093919
457	0.001019030565
458	0.001019050343
459	0.001018173171
460	0.001018154915
461	0.001018175562
462	0.001018071348
463	0.00101806711
464	0.001015416144
465	0.001015324862
466	0.001015298347
467	0.001013110742
468	0.001013127477
469	0.001013118458
470	0.001011544178
471	0.00101148604
472	0.001010382947
473	0.001010115188
474	0.001010035643
475	0.001010028253
476	0.001009977505
477	0.001009982286
478	0.001009940232
479	0.001009924692
480	0.001006470774
481	0.001006473491
482	0.001006436761
483	0.00100645317
484	0.001005788119
485	0.001005797356
486	0.001005789314
487	0.001005782359
488	0.001005758126
489	0.001005758018
490	0.00100573824
491	0.001005689665
492	0.00100432479
493	0.00100430925
494	0.001003136174
495	0.001003108246
496	0.001001255123
497	0.001001235237
498	0.001001226978
499	0.001000586812
500	0.0009984223541
501	0.0009983860588
502	0.000998335528
503	0.0009983363973
504	0.0009982901045
505	0.0009982901045
506	0.0009982681535
507	0.0009982596774
508	0.0009982470718
509	0.0009982077339
510	0.0009971812517
511	0.0009971651688
512	0.0009971784263
513	0.0009971286562
514	0.000997097903
515	0.0009968072149
516	0.0009967800478
517	0.0009967526633
518	0.0009967159334
519	0.000996649863
520	0.0009966067216
521	0.0009934119778
522	0.0009934130645
523	0.0009934175199
524	0.000993420454
525	0.0009934199106
526	0.0009934074138
527	0.0009933454727
528	0.000993317871
529	0.0009932500618
530	0.0009932309362
531	0.0009932000744
532	0.0009931859475
533	0.0009930483732
534	0.0009912766428
535	0.0009912656673
536	0.0009911929681
537	0.0009911435239
538	0.0009911410246
539	0.0009911279844
540	0.0009911397205
541	0.0009911424373
542	0.0009910816916
543	0.0009910878857
544	0.0009910882117
545	0.0009873756628
546	0.0009873733807
547	0.0009873750108
548	0.0009873619706
549	0.0009873532771
550	0.0009872702544
551	0.0009854511445
552	0.0009853857261
553	0.0009854083292
554	0.0009853313919
555	0.0009853272625
556	0.0009853105276
557	0.000985319547
558	0.0009852699942
559	0.0009851683892
560	0.0009816484008
561	0.0009815838517
562	0.0009815949359
563	0.000981560814
564	0.0009815849384
565	0.0009815116959
566	0.0009815271268
567	0.0009814977863
568	0.0009815000684
569	0.0009815032197
570	0.0009814936569
571	0.0009814712712
572	0.0009786270919
573	0.0009786270919
574	0.0009779349825
575	0.0009779503048
576	0.0009778868424
577	0.0009779021647
578	0.0009779061854
579	0.0009778947752
580	0.0009779164002
581	0.0009778720635
582	0.0009778972746
583	0.0009778218587
584	0.0009778269661
585	0.0009778245754
586	0.0009778039284
587	0.000977840115
588	0.0009777743706
589	0.0009777636124
590	0.0009777695891
591	0.0009777750226
592	0.0009777111255
593	0.0009777231877
